impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements,type
177.0,1.0,0.005649718,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,34.0,0.0,fake
205.0,5.0,0.024390244,0.0,1,1.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0,fake
453.0,40.0,0.088300221,0.0,1,0.0,0.0,1,0,8,0,0,0,0,0,0,30.0,30.0,fake
202.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
420.0,4.0,0.00952381,0.0,0,3.0,0.0,0,0,0,0,0,0,0,0,0,60.0,1.0,fake
501.0,9.0,0.017964072,0.0,0,4.0,2.0,0,0,1,0,0,0,0,0,0,2.0,2.0,fake
171.0,10.0,0.058479532,0.0,0,6.0,1.0,0,0,3,0,0,0,0,0,0,0.0,0.0,fake
157.0,4.0,0.025477707,0.0,0,2.0,0.0,1,0,1,0,0,0,0,0,0,0.0,0.0,fake
174.0,1.0,0.005747126,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
93.0,2.0,0.021505376,0.0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
430.0,15.0,0.034883721,1.0,1,4.0,0.0,6,0,3,0,0,0,0,0,0,0.0,0.0,fake
684.0,14.0,0.020467836,0.0,1,6.0,1.0,2,0,4,0,0,0,0,0,0,126.0,0.0,fake
64.0,4.0,0.0625,0.0,1,2.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
127.0,6.0,0.047244094,0.0,1,4.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
757.0,42.0,0.055482166,0.0,5,12.0,4.0,0,0,21,0,0,0,0,0,0,0.0,0.0,fake
124.0,1.0,0.008064516,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
143.0,3.0,0.020979021,0.0,0,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
170.0,6.0,0.035294118,0.0,1,3.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
218.0,7.0,0.032110092,0.0,0,3.0,0.0,0,0,2,0,0,0,0,0,0,72.0,2.0,fake
193.0,4.0,0.020725389,0.0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,43.0,2.0,fake
934.0,150.0,0.160599572,1.0,3,22.0,2.0,4,0,5,0,0,0,0,0,0,113.0,113.0,fake
1443.0,156.0,0.108108108,0.0,2,11.0,1.0,0,2,140,0,0,0,0,0,0,0.0,0.0,fake
1864.0,40.0,0.021459227,0.0,4,21.0,0.0,0,0,15,0,0,0,0,0,0,0.0,0.0,fake
319.0,1.0,0.003134796,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
351.0,6.0,0.017094017,0.0,0,2.0,0.0,0,0,4,0,0,0,0,0,0,0.0,0.0,fake
235.0,8.0,0.034042553,0.0,0,1.0,0.0,0,0,7,0,0,0,0,0,0,37.0,0.0,fake
2186.0,118.0,0.053979872,0.0,8,52.0,9.0,2,0,21,0,0,0,0,0,0,26.0,26.0,fake
2909.0,48.0,0.016500516,1.0,5,8.0,2.0,16,1,15,0,0,0,0,0,0,0.0,0.0,fake
647.0,22.0,0.034003091,0.0,0,6.0,1.0,0,0,2,0,0,0,0,0,0,13.0,13.0,fake
721.0,2.0,0.002773925,0.0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
385.0,2.0,0.005194805,0.0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
307.0,3.0,0.009771987,0.0,0,1.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
356.0,3.0,0.008426966,0.0,0,2.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
2717.0,79.0,0.029076187,8.0,3,15.0,6.0,5,0,35,0,0,0,0,0,0,7.0,7.0,fake
298.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
748.0,42.0,0.056149733,0.0,0,7.0,19.0,2,0,10,0,0,0,0,0,0,156.0,4.0,fake
248.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
413.0,52.0,0.12590799,0.0,2,12.0,19.0,0,0,19,0,0,0,0,0,0,0.0,0.0,fake
153.0,1.0,0.006535948,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
187.0,7.0,0.037433155,0.0,1,2.0,1.0,0,0,3,0,0,0,0,0,0,0.0,0.0,fake
26.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
189.0,4.0,0.021164021,0.0,1,1.0,0.0,0,0,2,0,0,0,0,0,0,58.0,0.0,fake
478.0,12.0,0.025104603,2.0,0,5.0,1.0,0,0,4,0,0,0,0,0,0,0.0,0.0,fake
225.0,7.0,0.031111111,0.0,1,2.0,0.0,0,0,4,0,0,0,0,0,0,0.0,0.0,fake
180.0,1.0,0.005555556,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
3137.0,286.0,0.091169908,4.0,6,38.0,4.0,15,0,32,0,0,0,0,0,0,187.0,187.0,fake
266.0,8.0,0.030075188,0.0,1,3.0,0.0,0,0,4,0,0,0,0,0,0,0.0,0.0,fake
281.0,4.0,0.014234875,0.0,1,2.0,0.0,0,0,0,0,0,0,0,0,0,52.0,1.0,fake
108.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,29.0,0.0,fake
205.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
150.0,3.0,0.02,0.0,0,1.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
197.0,29.0,0.147208122,0.0,1,4.0,1.0,0,0,0,0,0,0,0,0,0,23.0,23.0,fake
186.0,4.0,0.021505376,0.0,1,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
165.0,2.0,0.012121212,0.0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
131.0,5.0,0.038167939,0.0,1,2.0,0.0,0,0,2,0,0,0,0,0,0,19.0,0.0,fake
133.0,5.0,0.037593985,0.0,1,3.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
982.0,8.0,0.00814664,0.0,0,7.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
2338.0,91.0,0.038922156,0.0,6,10.0,0.0,6,0,22,0,0,0,0,0,0,47.0,47.0,fake
595.0,2.0,0.003361345,0.0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
179.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
272.0,13.0,0.047794118,0.0,2,4.0,2.0,3,0,2,0,0,0,0,0,0,0.0,0.0,fake
792.0,8.0,0.01010101,1.0,0,1.0,0.0,2,0,3,0,0,0,0,0,0,1.0,1.0,fake
243.0,2.0,0.008230453,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
144.0,1.0,0.006944444,0.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,14.0,0.0,fake
136.0,3.0,0.022058824,0.0,0,1.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
130.0,3.0,0.023076923,0.0,1,2.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
160.0,10.0,0.0625,0.0,2,3.0,0.0,0,0,5,0,0,0,0,0,0,0.0,0.0,fake
1284.0,24.0,0.018691589,0.0,1,2.0,1.0,0,0,18,0,0,0,0,0,0,192.0,2.0,fake
358.0,3.0,0.008379888,0.0,0,0.0,0.0,3,0,0,0,0,0,0,0,0,0.0,0.0,fake
254.0,6.0,0.023622047,0.0,0,3.0,0.0,1,0,1,0,0,0,0,0,0,97.0,1.0,fake
167.0,5.0,0.02994012,0.0,1,4.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
304.0,4.0,0.013157895,0.0,0,4.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
353.0,5.0,0.014164306,0.0,0,4.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
199.0,8.0,0.040201005,0.0,1,2.0,1.0,0,0,4,0,0,0,0,0,0,0.0,0.0,fake
141.0,3.0,0.021276596,0.0,1,2.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
284.0,7.0,0.024647887,0.0,1,4.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
16.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2.0,0.0,fake
519.0,1.0,0.001926782,0.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
338.0,6.0,0.017751479,0.0,1,4.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
1334.0,32.0,0.023988006,0.0,1,9.0,2.0,0,0,20,0,0,0,0,0,0,0.0,0.0,fake
1647.0,297.0,0.180327869,0.0,1,9.0,0.0,0,0,11,0,0,0,0,0,0,276.0,276.0,fake
184.0,8.0,0.043478261,0.0,0,3.0,0.0,0,0,5,0,0,0,0,0,0,0.0,0.0,fake
492.0,8.0,0.016260163,0.0,1,4.0,0.0,0,0,1,0,0,0,0,0,0,236.0,2.0,fake
235.0,2.0,0.008510638,0.0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,49.0,0.0,fake
668.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
130.0,3.0,0.023076923,0.0,0,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
320.0,2.0,0.00625,0.0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,50.0,0.0,fake
580.0,17.0,0.029310345,0.0,2,11.0,2.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
286.0,4.0,0.013986014,0.0,1,2.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
1327.0,175.0,0.131876413,0.0,0,24.0,8.0,10,4,4,0,0,0,0,0,0,125.0,125.0,fake
191.0,5.0,0.02617801,0.0,1,0.0,0.0,3,0,1,0,0,0,0,0,0,0.0,0.0,fake
142.0,4.0,0.028169014,0.0,1,1.0,1.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
64.0,1.0,0.015625,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
223.0,7.0,0.031390135,0.0,1,2.0,0.0,0,0,4,0,0,0,0,0,0,0.0,0.0,fake
474.0,6.0,0.012658228,0.0,0,2.0,1.0,0,0,3,0,0,0,0,0,0,0.0,0.0,fake
71.0,1.0,0.014084507,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
217.0,3.0,0.013824885,0.0,0,1.0,0.0,0,0,2,0,0,0,0,0,0,31.0,0.0,fake
262.0,5.0,0.019083969,0.0,1,1.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0,fake
215.0,5.0,0.023255814,0.0,1,2.0,0.0,0,0,0,0,0,0,0,0,0,43.0,2.0,fake
553.0,2.0,0.003616637,0.0,0,0.0,2.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
587.0,1.0,0.001703578,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
25.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
468.0,23.0,0.049145299,0.0,1,2.0,0.0,0,0,0,0,0,0,0,0,0,20.0,20.0,fake
322.0,5.0,0.01552795,0.0,0,1.0,0.0,0,0,4,0,0,0,0,0,0,0.0,0.0,fake
195.0,19.0,0.097435897,0.0,1,2.0,0.0,1,0,1,0,0,0,0,0,0,14.0,14.0,fake
384.0,4.0,0.010416667,0.0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,2.0,2.0,fake
448.0,16.0,0.035714286,0.0,1,8.0,0.0,0,0,2,0,0,0,0,0,0,147.0,5.0,fake
3929.0,48.0,0.012216849,4.0,2,18.0,8.0,0,1,15,0,0,0,0,0,0,0.0,0.0,fake
254.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
377.0,12.0,0.031830239,0.0,1,6.0,0.0,0,0,0,0,0,0,0,0,0,90.0,5.0,fake
365.0,4.0,0.010958904,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,84.0,3.0,fake
264.0,4.0,0.015151515,0.0,0,1.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0,fake
174.0,2.0,0.011494253,0.0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
870.0,78.0,0.089655172,1.0,0,5.0,1.0,0,0,7,0,0,0,0,0,0,64.0,64.0,fake
231.0,4.0,0.017316017,0.0,0,1.0,0.0,3,0,0,0,0,0,0,0,0,0.0,0.0,fake
76.0,2.0,0.026315789,0.0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
164.0,5.0,0.030487805,0.0,0,2.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0,fake
244.0,14.0,0.057377049,0.0,1,4.0,0.0,0,0,9,0,0,0,0,0,0,0.0,0.0,fake
60.0,1.0,0.016666667,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,15.0,0.0,fake
664.0,14.0,0.021084337,1.0,0,5.0,0.0,1,2,3,0,0,0,0,0,0,2.0,2.0,fake
519.0,19.0,0.036608863,0.0,2,2.0,4.0,0,0,11,0,0,0,0,0,0,0.0,0.0,fake
177.0,1.0,0.005649718,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,22.0,1.0,fake
85.0,9.0,0.105882353,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,8.0,8.0,fake
35.0,3.0,0.085714286,0.0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,12.0,0.0,fake
243.0,2.0,0.008230453,0.0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,44.0,0.0,fake
135.0,5.0,0.037037037,0.0,1,3.0,0.0,0,0,0,0,0,0,0,0,0,40.0,1.0,fake
1380.0,134.0,0.097101449,0.0,1,3.0,21.0,0,0,27,0,0,0,0,0,0,82.0,82.0,fake
223.0,5.0,0.022421525,0.0,1,3.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
172.0,7.0,0.040697674,0.0,1,1.0,0.0,0,0,5,0,0,0,0,0,0,0.0,0.0,fake
348.0,4.0,0.011494253,0.0,1,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
258.0,5.0,0.019379845,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,59.0,5.0,fake
938.0,12.0,0.012793177,0.0,0,8.0,0.0,0,0,4,0,0,0,0,0,0,0.0,0.0,fake
209.0,4.0,0.019138756,0.0,0,3.0,0.0,0,0,0,0,0,0,0,0,0,81.0,1.0,fake
19.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
934.0,27.0,0.028907923,0.0,2,5.0,4.0,0,0,13,0,0,0,0,0,0,147.0,3.0,fake
485.0,7.0,0.01443299,1.0,0,2.0,0.0,0,0,4,0,0,0,0,0,0,0.0,0.0,fake
438.0,4.0,0.00913242,0.0,1,0.0,1.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
711.0,19.0,0.026722925,0.0,1,2.0,4.0,0,0,12,0,0,0,0,0,0,0.0,0.0,fake
272.0,26.0,0.095588235,0.0,2,4.0,0.0,17,0,3,0,0,0,0,0,0,0.0,0.0,fake
630.0,32.0,0.050793651,0.0,0,5.0,0.0,0,0,0,0,0,0,0,0,0,27.0,27.0,fake
183.0,5.0,0.027322404,0.0,1,4.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
306.0,7.0,0.022875817,0.0,1,1.0,3.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
131.0,2.0,0.015267176,0.0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
87.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
281.0,2.0,0.007117438,0.0,0,0.0,2.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
1443.0,32.0,0.022176022,0.0,2,14.0,3.0,0,0,13,0,0,0,0,0,0,0.0,0.0,fake
171.0,5.0,0.029239766,1.0,1,1.0,2.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
468.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
52.0,3.0,0.057692308,0.0,0,2.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
1048.0,212.0,0.202290076,0.0,2,3.0,8.0,184,0,15,0,0,0,0,0,0,0.0,0.0,fake
33.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
58.0,2.0,0.034482759,0.0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
387.0,9.0,0.023255814,0.0,2,2.0,3.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
302.0,2.0,0.006622517,0.0,0,1.0,0.0,1,0,0,0,0,0,0,0,0,22.0,0.0,fake
144.0,3.0,0.020833333,0.0,1,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
498.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
58.0,1.0,0.017241379,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
245.0,11.0,0.044897959,0.0,0,0.0,2.0,0,0,9,0,0,0,0,0,0,0.0,0.0,fake
392.0,14.0,0.035714286,0.0,1,1.0,1.0,0,0,11,0,0,0,0,0,0,0.0,0.0,fake
374.0,4.0,0.010695187,0.0,0,3.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
602.0,11.0,0.018272425,0.0,1,9.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
418.0,20.0,0.04784689,0.0,0,0.0,0.0,11,0,9,0,0,0,0,0,0,0.0,0.0,fake
858.0,16.0,0.018648019,2.0,1,2.0,3.0,0,0,8,0,0,0,0,0,0,0.0,0.0,fake
1845.0,45.0,0.024390244,5.0,2,5.0,1.0,8,0,14,0,1,0,0,0,0,9.0,9.0,fake
870.0,58.0,0.066666667,0.0,0,6.0,4.0,0,1,1,0,0,0,0,0,0,46.0,46.0,fake
520.0,14.0,0.026923077,0.0,2,5.0,3.0,0,0,4,0,0,0,0,0,0,0.0,0.0,fake
841.0,13.0,0.015457788,0.0,0,4.0,2.0,0,0,7,0,0,0,0,0,0,0.0,0.0,fake
459.0,22.0,0.047930283,0.0,1,4.0,3.0,12,0,2,0,0,0,0,0,0,0.0,0.0,fake
4820.0,149.0,0.030912863,5.0,1,17.0,3.0,82,0,41,0,0,0,0,0,0,0.0,0.0,fake
533.0,7.0,0.013133208,0.0,1,2.0,3.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
1460.0,12.0,0.008219178,0.0,1,3.0,2.0,0,0,6,0,0,0,0,0,0,0.0,0.0,fake
271.0,40.0,0.147601476,0.0,0,5.0,0.0,0,0,5,0,0,0,0,0,0,30.0,30.0,fake
240.0,41.0,0.170833333,0.0,3,5.0,0.0,0,0,12,0,0,0,0,0,0,21.0,21.0,fake
299.0,84.0,0.280936455,0.0,0,6.0,0.0,1,0,3,0,0,0,0,0,0,74.0,74.0,fake
86.0,2.0,0.023255814,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
436.0,1.0,0.002293578,0.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
93.0,2.0,0.021505376,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
218.0,2.0,0.009174312,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
3357.0,372.0,0.110813226,4.0,4,28.0,145.0,0,0,191,0,0,0,0,0,0,0.0,0.0,fake
180.0,6.0,0.033333333,0.0,1,2.0,1.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
612.0,44.0,0.071895425,0.0,1,3.0,1.0,34,0,5,0,0,0,0,0,0,0.0,0.0,fake
38.0,2.0,0.052631579,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
2184.0,533.0,0.244047619,0.0,1,15.0,72.0,8,0,123,0,0,0,0,0,0,314.0,314.0,fake
2867.0,111.0,0.038716428,1.0,1,53.0,3.0,0,0,6,0,0,0,0,0,0,1460.0,47.0,fake
481.0,14.0,0.029106029,0.0,1,5.0,2.0,3,0,3,0,0,0,0,0,0,0.0,0.0,fake
687.0,89.0,0.129548763,0.0,2,7.0,35.0,0,0,45,0,0,0,0,0,0,0.0,0.0,fake
3727.0,486.0,0.130399785,0.0,4,21.0,181.0,0,0,280,0,0,0,0,0,0,0.0,0.0,fake
1249.0,25.0,0.020016013,0.0,0,12.0,5.0,1,0,3,0,0,0,0,0,0,663.0,4.0,fake
2930.0,171.0,0.058361775,0.0,1,37.0,9.0,6,0,39,0,0,0,0,0,0,1222.0,79.0,fake
651.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,194.0,0.0,fake
286.0,5.0,0.017482517,0.0,0,3.0,2.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
1172.0,31.0,0.026450512,0.0,1,1.0,11.0,0,0,18,0,0,0,0,0,0,0.0,0.0,fake
495.0,15.0,0.03030303,0.0,1,10.0,0.0,0,0,4,0,0,0,0,0,0,0.0,0.0,fake
156685.0,54098.0,0.34526598,165.0,52,2487.0,641.0,240,0,4024,0,0,0,0,0,0,46489.0,46489.0,fake
1794.0,21.0,0.011705686,1.0,1,11.0,4.0,0,0,4,0,0,0,0,0,0,0.0,0.0,fake
220.0,16.0,0.072727273,0.0,1,9.0,0.0,0,0,6,0,0,0,0,0,0,61.0,0.0,fake
1193.0,6.0,0.005029338,0.0,0,4.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
280.0,4.0,0.014285714,1.0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,69.0,1.0,fake
84.0,2.0,0.023809524,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
94.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
89.0,4.0,0.04494382,0.0,1,1.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
117.0,20.0,0.170940171,0.0,2,2.0,0.0,12,0,4,0,0,0,0,0,0,0.0,0.0,fake
289.0,3.0,0.010380623,0.0,1,2.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
734.0,206.0,0.280653951,0.0,1,1.0,3.0,199,0,2,0,0,0,0,0,0,0.0,0.0,fake
208.0,3.0,0.014423077,0.0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,23.0,1.0,fake
539.0,10.0,0.018552876,0.0,0,4.0,0.0,0,0,1,0,0,0,0,0,0,154.0,5.0,fake
2394.0,56.0,0.023391813,0.0,2,12.0,1.0,0,0,41,0,0,0,0,0,0,0.0,0.0,fake
419.0,9.0,0.021479714,0.0,1,0.0,0.0,0,0,8,0,0,0,0,0,0,0.0,0.0,fake
255.0,2.0,0.007843137,0.0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
798.0,7.0,0.00877193,0.0,0,3.0,2.0,1,0,1,0,0,0,0,0,0,127.0,0.0,fake
41.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
328.0,5.0,0.015243902,0.0,0,3.0,2.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
141.0,2.0,0.014184397,0.0,0,0.0,2.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
124.0,5.0,0.040322581,1.0,1,2.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
149.0,1.0,0.006711409,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
503.0,25.0,0.049701789,2.0,3,5.0,0.0,0,0,15,0,0,0,0,0,0,0.0,0.0,fake
64.0,5.0,0.078125,0.0,0,1.0,0.0,2,0,2,0,0,0,0,0,0,0.0,0.0,fake
120.0,5.0,0.041666667,0.0,2,0.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0,fake
1531.0,185.0,0.120836055,0.0,0,12.0,5.0,1,0,13,0,0,0,0,0,0,154.0,154.0,fake
236.0,12.0,0.050847458,0.0,1,0.0,0.0,6,0,5,0,0,0,0,0,0,0.0,0.0,fake
192.0,1.0,0.005208333,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
118.0,2.0,0.016949153,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,25.0,2.0,fake
785.0,1.0,0.001273885,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
314.0,8.0,0.025477707,0.0,1,4.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0,fake
227.0,4.0,0.017621145,0.0,0,3.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
238.0,2.0,0.008403361,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
241.0,3.0,0.012448133,0.0,1,1.0,1.0,0,0,0,0,0,0,0,0,0,54.0,0.0,fake
835.0,50.0,0.05988024,0.0,0,2.0,1.0,0,0,3,0,0,0,0,0,0,44.0,44.0,fake
1653.0,24.0,0.014519056,0.0,2,4.0,2.0,0,0,16,0,0,0,0,0,0,0.0,0.0,fake
176.0,8.0,0.045454545,0.0,1,3.0,1.0,0,0,3,0,0,0,0,0,0,0.0,0.0,fake
122.0,16.0,0.131147541,0.0,0,1.0,0.0,15,0,0,0,0,0,0,0,0,0.0,0.0,fake
298.0,7.0,0.023489933,0.0,2,1.0,3.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
1108.0,68.0,0.061371841,2.0,0,6.0,0.0,2,0,13,0,0,0,0,0,0,45.0,45.0,fake
146.0,2.0,0.01369863,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,41.0,2.0,fake
378.0,7.0,0.018518519,0.0,1,5.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
164.0,2.0,0.012195122,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,27.0,1.0,fake
186.0,7.0,0.037634409,0.0,2,2.0,0.0,0,0,1,0,0,0,0,0,0,45.0,2.0,fake
914.0,15.0,0.016411379,0.0,0,3.0,4.0,0,0,8,0,0,0,0,0,0,0.0,0.0,fake
695.0,25.0,0.035971223,0.0,1,3.0,0.0,15,1,4,0,0,0,0,0,0,134.0,1.0,fake
1183.0,9.0,0.007607777,1.0,0,3.0,3.0,0,2,0,0,0,0,0,0,0,0.0,0.0,fake
246.0,6.0,0.024390244,0.0,1,2.0,0.0,0,0,0,0,0,0,0,0,0,40.0,3.0,fake
294.0,4.0,0.013605442,0.0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
872.0,5.0,0.005733945,0.0,0,2.0,3.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
195.0,2.0,0.01025641,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,52.0,1.0,fake
