age,income
22,134581
56,64351
46,137240
53,131808
61,31981
41,117635
55,98652
32,108201
56,105682
49,68368
44,137233
41,27518
36,60510
29,96754
36,99928
27,143539
52,116114
42,120585
43,131065
44,20715
30,40830
31,67584
57,126189
46,42897
45,59132
61,45218
44,139396
57,39278
24,118685
46,108613
44,130256
25,114515
33,136063
27,33353
50,138829
40,35025
36,70815
56,53529
47,95139
49,76610
40,108797
44,35786
59,73202
55,96487
42,65334
46,85175
58,21443
24,149323
30,56296
33,83163
20,29510
65,141525
24,85810
65,63162
62,23441
55,128986
20,39075
21,145569
36,139512
41,92362
60,70291
35,117237
36,68943
31,134831
56,148001
27,93546
19,120170
54,135310
23,84308
33,79520
25,41174
41,53258
47,131822
56,105359
22,67394
39,133703
25,65488
56,30104
52,55075
25,103919
18,100020
58,19555
22,56664
62,147010
61,136387
62,107577
52,137100
19,23943
30,18694
38,65147
31,86686
31,102568
47,62295
50,118285
43,96275
62,103618
52,100259
64,137296
22,97358
29,98118
48,133271
57,25282
41,48239
63,40047
29,21886
43,110932
60,47714
36,45997
48,146833
31,31611
46,83423
46,131526
55,114701
42,69761
60,140334
44,42833
29,135414
24,135935
37,21898
26,49783
48,109827
31,76813
62,93025
21,134728
42,136537
27,51506
55,127848
35,115421
39,76396
43,111607
23,106982
48,145276
39,25273
56,127487
45,90084
49,119452
57,33362
30,96754
26,105474
58,32478
55,21392
21,101920
28,53478
49,92377
41,142718
39,109859
59,128769
48,103879
45,129974
45,40306
61,49352
27,31494
65,57159
32,78592
42,135455
30,57484
26,38589
41,76237
63,82217
34,130757
57,23699
33,112679
59,94815
53,106032
60,29860
65,76795
54,142988
64,88631
25,35393
63,51250
55,65755
45,102250
53,22087
60,70488
45,77489
25,103741
44,52844
52,121190
59,74073
57,77917
28,45740
59,125118
29,133437
36,106649
52,129804
50,62698
41,59756
46,30473
55,107837
51,49343
44,97798
65,142709
52,87095
19,67972
33,40566
48,145250
34,95228
42,28455
32,85053
28,22742
31,81725
24,52972
47,62071
65,106052
19,41701
27,137161
42,90130
62,73480
19,89546
45,34618
38,53763
37,107830
43,89496
30,55576
21,111053
18,133115
48,136440
60,62190
33,85208
35,23963
22,102412
42,98834
36,103011
27,104215
34,88185
22,100866
65,102768
59,55718
21,64804
24,21109
62,140519
60,80418
58,110372
50,120783
37,78614
44,38999
41,62484
62,44015
58,26530
23,35497
56,104375
23,48862
34,50750
33,96702
28,119680
39,116119
36,63328
26,69769
32,105000
62,103350
39,43844
36,140267
32,102487
55,20148
58,103140
25,36975
33,117020
60,32569
61,134852
58,25509
24,125028
57,110121
44,69311
56,90903
64,115232
59,61988
27,47873
52,60650
43,39874
25,62851
35,146785
41,107245
22,63268
22,127226
42,37408
30,124224
27,28047
39,119199
44,132330
37,15064
52,86597
62,78490
23,106297
35,62588
35,138163
23,91392
54,98618
20,62299
45,146143
57,20621
51,34273
61,78606
42,146728
44,45702
40,63653
35,146197
57,113020
39,70636
44,33417
18,25608
40,130685
54,128692
36,148040
53,128800
62,114628
35,112962
19,104147
35,84358
56,62190
55,90935
55,115345
42,102378
20,83062
55,63647
31,38995
42,56705
23,127828
54,133028
18,89490
51,25846
63,66313
65,80242
31,103662
41,110814
35,68805
48,86395
61,134031
41,42468
31,43977
24,37858
44,138699
21,70076
18,19571
23,44491
20,25285
35,43511
45,99903
61,87976
48,42554
62,54467
59,30873
54,64280
40,51019
30,84397
43,15853
41,34784
35,16905
52,144539
37,19638
41,61106
51,116469
41,85014
38,95524
27,128560
25,143536
49,137522
23,51976
41,133880
25,69901
44,68827
37,19591
41,141290
18,62049
25,148282
24,61360
35,128782
54,38384
29,30604
22,59882
34,103957
47,39927
55,57071
20,94183
62,131699
45,102015
39,79629
43,59888
33,37115
61,46396
54,86777
21,134823
58,38999
65,55420
18,73428
61,104595
56,120110
52,68227
59,60620
28,57320
26,110869
56,23080
33,97065
65,146565
27,18482
55,23194
50,88483
36,105421
20,135612
19,64858
21,149207
38,135188
29,118864
20,85089
56,83094
54,108987
33,75831
56,93632
36,58562
33,114342
20,124031
27,42340
40,118736
32,38761
40,123563
36,84341
55,50558
22,125667
65,76076
38,94044
54,88850
63,139955
55,111195
49,22932
58,135879
56,121821
47,72415
59,99001
57,148890
18,28235
62,108244
35,117172
57,137140
41,121456
20,86001
59,17244
58,126391
22,100402
58,104180
42,24278
44,26904
63,88090
64,63926
25,135232
18,102062
26,143749
53,138848
56,56332
28,80859
59,49474
37,82232
51,67726
37,103206
48,123604
44,110878
48,110915
27,38982
48,114617
53,82669
34,103153
31,29161
57,137158
62,106711
48,118628
20,84778
53,114664
60,86304
55,146918
51,59974
31,26256
64,91588
45,65724
49,46429
54,32278
65,95981
56,31470
25,15922
65,44381
24,45986
32,137825
52,91329
21,110962
47,146369
23,92845
20,141264
36,46658
21,71782
40,129480
23,29183
46,127277
32,22080
59,78656
19,145582
46,108886
35,147798
59,94030
63,116110
51,126690
19,79741
53,40593
20,85991
54,84660
20,24834
32,103453
47,129269
19,71869
60,105871
58,75975
55,51208
64,18712
38,90672
34,90394
57,63469
45,34745
52,74650
22,66119
27,32924
39,119561
26,95167
52,90255
47,98839
31,100125
48,27529
21,77425
48,144620
43,115057
21,99336
18,52122
34,140747
38,127085
27,144531
40,104484
57,134660
26,124559
61,133370
53,81174
54,70968
51,65256
55,63850
22,114027
45,47197
37,125620
57,23913
21,124345
35,33030
58,21433
52,20968
65,95388
62,18630
18,146295
23,129923
30,64207
61,33678
39,82939
22,93800
46,87369
40,56545
63,87834
18,126024
62,99774
36,69218
31,75777
59,24716
50,15669
53,44657
34,68269
24,108387
39,34040
51,81327
61,139983
44,53139
63,38873
19,120821
20,18508
36,23643
45,18429
37,145501
60,90053
36,23220
39,72324
31,138556
54,37011
27,95890
45,32639
45,57763
46,105602
38,86560
30,69461
52,27679
49,115599
53,147632
30,128177
33,74510
46,138982
34,108877
60,63892
64,56330
50,76660
28,105974
59,46535
63,77757
60,148082
53,136410
18,94775
28,28643
29,42148
62,113733
47,113477
49,88866
48,137039
43,145445
54,77650
26,135812
48,119249
30,97996
55,148181
24,40674
45,140609
22,92034
28,106920
33,105882
38,36362
45,73407
64,105025
25,41122
40,33561
33,57527
35,80530
54,19836
65,122185
53,26425
55,126005
28,88348
37,116412
42,47637
40,109122
24,88318
22,67604
19,134465
54,72074
62,96147
63,51113
26,66539
25,133113
47,107388
39,87293
54,75991
41,124969
45,121266
30,38669
56,31073
63,108549
21,72082
25,22657
26,70378
61,129828
37,16015
35,30743
43,145514
50,78734
60,119840
35,121342
34,15082
27,75753
65,139901
22,113818
32,149546
54,46675
51,92522
24,104772
19,99017
38,134494
18,24354
27,82406
18,18316
44,70467
41,83899
32,38479
40,53618
60,18091
27,38934
53,45598
33,126878
46,57654
48,24944
54,52959
29,56884
53,147219
38,136115
20,57735
59,83527
65,136383
48,89442
29,50899
58,15648
48,138312
63,146823
29,117220
59,100024
48,94078
51,124437
24,68177
56,67039
36,31431
65,116171
38,91883
49,43128
34,46706
26,29831
28,102573
20,91421
34,30097
31,123003
52,127552
52,22858
51,115417
38,129846
55,124956
31,32422
57,132739
20,67929
49,102581
60,142995
60,84192
32,146302
46,119431
58,20783
30,92449
20,49574
48,36855
58,145297
19,29161
30,139473
49,60940
43,27310
27,79467
30,65397
48,117845
36,109253
51,34471
52,54298
27,85181
47,38063
27,69115
37,135881
21,72358
56,67202
27,81547
58,22109
26,149165
33,81369
30,126113
22,122342
45,87880
40,115473
61,39081
46,33772
59,70935
36,71957
58,24483
26,105997
57,35832
61,49913
57,58881
43,99298
57,96821
45,87505
35,21168
28,49322
60,92051
20,76438
42,76995
34,141828
44,102334
27,18505
19,82516
56,105505
53,46959
45,146665
41,73598
42,122247
56,120615
48,50077
21,44703
52,92644
59,90151
52,66071
57,82660
60,35185
18,73308
26,30469
26,36691
52,83289
42,28865
33,21853
40,65392
35,106495
56,132885
61,89719
22,119938
36,66001
25,75672
49,88021
26,64355
29,59400
61,100556
39,121368
41,42483
42,43520
64,40587
58,122341
57,94437
20,95620
35,32891
22,45232
25,108780
61,83716
31,84208
24,33757
34,29317
38,122625
44,102881
26,81785
60,106760
43,54251
18,147780
34,36206
45,91424
31,75596
26,52578
31,78551
32,102760
23,92836
35,85116
49,127851
30,116051
58,104736
18,108926
60,111063
38,141548
18,55204
30,47698
24,106087
40,27564
43,130828
57,149996
50,84451
21,42990
54,65510
53,28066
32,145305
28,147021
52,63811
56,22395
49,117465
21,16543
28,115131
26,37843
19,48340
38,108476
31,148948
60,35716
47,114784
60,116122
24,57430
43,41986
39,44372
49,147441
53,110061
24,105038
58,55451
26,60070
27,31516
42,46150
31,54247
36,129230
64,63716
22,78996
58,111255
24,105880
53,135159
25,74595
40,94951
19,79682
19,65668
61,27759
51,139322
40,24126
51,127425
50,43462
62,55453
21,102120
41,98684
65,114932
31,82023
23,89796
64,106829
29,30054
27,82632
38,99953
23,115895
53,65279
20,19602
36,54157
31,40656
31,122673
50,78024
59,22839
32,25980
39,104495
35,91923
34,116734
47,132474
27,31359
43,56676
49,143660
40,23127
43,26528
33,60840
30,64798
53,107400
31,37433
38,53899
42,79114
60,71747
60,15707
24,107699
55,30933
18,126166
63,85116
40,77062
52,62967
27,71450
64,123157
36,94034
40,62610
61,38878
25,76830
51,131645
46,52645
57,15923
34,69800
38,98539
21,23704
27,70532
38,86192
43,57106
33,76395
46,128111
26,23163
42,21130
41,36964
33,40802
47,38149
32,74272
49,111516
26,133774
61,90548
31,88248
52,142646
61,84320
45,24652
25,43077
40,120623
43,81856
49,43166
19,81371
21,56706
50,120908
34,76443
61,97312
37,92125
37,139296
20,79587
31,91696
59,28649
25,119340
55,28356
55,95697
35,105787
65,38802
41,104345
35,70118
50,73611
27,89192
65,143015
23,94743
61,36173
35,29138
33,35214
24,99840
45,95799
65,87104
39,51938
38,99031
55,58194
32,92568
33,122361
53,136577
33,65491
52,80199
18,146645
62,106352
47,101438
56,134017
26,22488
30,106854
22,111853
40,53500
65,86892
23,85810
46,96314
37,106240
33,130846
65,101465
38,114306
51,81221
37,24249
26,68224
47,32347
61,91364
28,88755
58,45774
36,117122
26,76182
33,54250
51,149171
50,107079
22,131310
49,23352
55,56678
61,42036
39,57969
36,24221
56,112103
37,32852
24,145628
44,85191
48,93940
52,128405
18,25419
57,96772
48,117595
28,143850
27,73351
53,96553
21,82843
23,21583
60,73415
65,19412
18,99445
42,85093
43,147297
54,115370
58,116806
42,63544
60,94068
65,79314
29,110461
20,122244
40,148011
49,149405
19,67705
65,69729
52,142147
45,24994
65,45570
43,41298
27,135037
57,34647
29,46464
49,77768
63,140372
45,17974
51,106090
57,79513
55,49585
46,139750
43,25809
43,67388
45,32356
35,42659
18,135113
46,97403
62,24319
31,18053
62,33533
52,104885
19,82448
21,31023
26,63608
50,36257
48,15504
31,15116
24,115570
39,125146
20,39310
60,125851
50,16604
41,99912
23,90141
18,32931
45,36039
49,104454
30,124655
39,77503
44,66956
33,121362
64,89448
50,99114
19,131189
48,33522
29,25621
39,55559
59,125012
24,31660
60,45904
65,109628
23,20074
53,50864
26,115836
57,148969
51,18304
57,81396
19,55930
25,33099
41,95662
30,92432
31,20626
58,100618
56,60408
33,122523
56,91942
31,31943
33,98476
35,20130
64,71512
37,36446
59,41393
59,137480
32,126942
41,46789
61,106699
42,143021
55,94665
64,114256
26,19392
26,41882
40,92720
59,131181
64,136764
37,63687
19,147391
42,130453
62,100992
18,51807
24,42084
37,66773
50,80640
62,119435
64,97053
48,64725
51,45632
26,46271
45,49242
21,89525
52,55185
50,123968
29,96901
33,29047
39,91753
23,133468
65,99336
63,51441
29,84852
62,80976
54,105796
28,65028
40,58748
57,143177
54,33247
18,74850
21,98410
20,36764
29,68832
32,149726
24,26681
21,47778
48,17750
63,134628
44,42842
40,116470
51,24569
46,59266
23,122923
28,89621
50,42576
62,17921
43,55314
61,107196
18,53608
55,91431
28,22607
61,140367
40,22139
43,138267
43,104669
65,54711
52,89544
21,60914
51,27832
18,53083
19,52666
20,145064
42,53303
44,84427
61,52760
60,117047
63,22617
42,148181
64,137579
41,89289
32,71575
23,20952
33,93986
53,34617
60,105842
39,97004
59,108056
47,114572
34,17026
52,75832
29,122176
28,55920
26,86463
55,80600
56,138361
25,135988
22,123359
35,73355
30,142299
27,78428
58,77803
21,25961
42,134596
54,27672
53,47215
65,30298
44,74217
35,24325
63,91495
39,89449
28,81369
57,56094
50,101218
57,104583
64,48481
48,72232
23,142509
39,122318
51,20935
45,31997
38,125528
18,32576
41,135232
30,107866
37,146468
41,62082
56,49283
19,111354
27,72387
45,16129
63,87833
21,27154
20,95342
27,27066
32,40809
45,94274
21,129892
31,137752
45,84096
28,69285
36,23542
31,64085
27,56334
29,125475
33,142549
29,109747
54,63423
42,121904
56,132733
23,50763
44,115790
24,34133
52,93849
40,100909
56,34609
22,23753
58,108046
21,109626
65,144365
54,63420
58,46589
48,126472
42,109188
24,30766
55,123449
47,92658
44,73843
31,28216
18,134675
19,145709
50,18583
43,59095
52,42628
33,120589
56,121479
44,105907
32,61200
27,67839
59,83009
34,42155
40,36528
39,102681
65,22584
28,82670
33,69812
36,87392
62,138805
45,28052
27,67966
49,72143
51,80514
49,131385
40,38576
50,59633
27,121194
36,42550
48,74477
20,144380
28,143438
46,115543
53,23404
51,124228
51,42341
56,148868
34,130242
64,83838
30,127423
54,108380
61,115947
65,93421
54,60358
42,88021
31,15673
64,145910
35,95174
22,101408
28,51559
39,141867
32,126964
42,35590
37,118239
52,63072
47,42568
62,47391
60,114687
23,38917
57,74961
26,63261
24,144063
53,62812
24,144556
37,140617
55,50282
54,23992
26,132177
23,116059
40,110776
47,106164
25,93253
25,103312
43,77801
45,97567
49,121318
38,70516
50,98685
55,45709
25,95631
33,77483
50,59355
61,61129
28,82993
34,125840
27,142346
48,59016
43,133874
56,93366
33,22393
34,81812
47,117092
48,57624
39,30965
25,41055
52,111088
58,25600
60,145888
58,29354
60,102354
63,97155
57,110790
51,92498
58,85919
63,136620
35,129906
45,71330
42,49141
26,147907
48,89202
51,147319
65,126458
50,54273
18,31109
21,79056
60,99073
18,50250
31,41625
26,95359
24,110382
26,128950
34,148140
43,90134
48,76382
65,124024
41,86712
26,61203
21,64638
27,144770
64,62521
28,72246
41,17466
61,111352
32,39198
28,115179
42,52036
19,77768
41,43249
38,65788
32,112595
56,144890
38,38847
29,15416
34,50425
48,105104
65,88593
31,138068
50,20280
18,149193
39,111001
27,28129
23,39102
58,149792
57,55474
62,28838
50,145179
46,117233
44,105901
38,25156
49,107454
51,69499
40,39545
61,84045
41,125052
43,131085
27,43601
41,114971
46,21030
59,55251
63,117885
53,61552
37,37072
60,131337
52,79602
31,85346
22,114506
33,50882
55,23211
20,55486
50,67480
42,107403
57,22040
63,99534
61,115201
29,144777
20,23735
64,21814
49,115455
18,75120
41,72102
27,89155
53,84396
60,58538
20,78327
60,70445
54,107035
18,86870
28,67031
25,23921
31,15645
48,40674
19,73519
45,44301
44,65841
47,57627
39,43582
62,118738
61,64086
60,21152
52,58214
65,65475
46,122317
43,85433
29,84468
51,109449
52,129818
56,90426
40,143976
26,111336
55,79109
51,34136
25,114084
64,61055
48,107189
51,28015
59,88104
33,22260
19,94393
32,90805
65,61282
45,53678
35,49870
33,50154
40,123423
52,125624
57,45597
55,131092
40,35027
60,122327
62,126036
23,35973
28,50668
61,21775
45,77016
18,23509
23,140258
25,36039
44,110274
31,101648
37,88005
51,36369
33,143118
65,92753
18,43011
20,100396
58,136917
59,38293
23,97338
34,44199
47,140847
35,34694
41,27414
33,84730
30,124433
25,67201
60,65304
41,55373
47,118406
19,115375
32,136827
32,32310
21,38477
38,16433
57,77224
35,49868
25,76360
54,93321
22,116667
64,75906
27,40107
48,108875
24,40146
41,22902
65,83166
39,111471
35,143188
21,114571
63,54476
63,149664
39,78759
37,57765
22,39115
40,112240
45,113587
51,138121
33,119422
20,69191
19,23731
33,139015
61,141313
23,41644
52,129204
18,50712
52,17895
25,45492
60,145839
53,42836
23,94964
39,114224
58,92797
29,75149
38,44439
48,112511
51,86001
54,52681
36,25144
64,46259
18,35302
51,124183
34,20845
33,50672
47,59346
50,128306
35,27930
51,107925
22,44700
55,95804
38,50899
47,30702
19,31988
50,143553
42,87917
35,82814
57,87892
41,50070
62,33754
28,123028
23,40338
53,128394
59,35458
57,105460
24,141450
41,61343
44,114717
29,111709
65,78192
62,117144
23,22804
46,111653
24,63435
58,149203
52,64849
57,90018
51,84367
59,61781
27,96268
41,42632
59,125428
50,81125
52,61601
28,36924
43,25760
58,119910
26,128339
48,107202
34,132101
23,106425
33,132717
29,95365
25,107778
23,25816
38,26927
62,50901
47,16583
38,97555
19,83013
43,27628
58,34854
60,118799
46,56568
60,120749
46,115396
19,83568
36,38651
27,111788
32,31084
30,119734
55,113497
63,52123
64,91768
61,85388
32,100740
42,42614
51,30242
40,41727
45,18359
29,52841
51,61445
55,140638
38,112392
65,100347
51,28352
36,26098
30,69208
31,111617
19,29821
49,97381
49,48520
18,112293
43,43559
32,144545
32,47665
56,100262
45,117327
36,31250
39,107375
43,145098
58,118877
57,144342
57,89333
23,44543
37,134506
58,59774
63,68108
61,131510
55,37186
53,100222
63,69318
18,118202
45,55646
32,141853
39,68229
53,17615
52,64662
32,127396
61,54874
36,37947
52,107221
45,121873
43,47018
44,138445
44,91798
48,19526
48,48755
57,129052
46,47837
19,137358
40,92899
28,54714
39,77545
45,116255
35,43408
64,124438
54,81269
58,111923
23,91694
52,91169
43,100709
57,68113
18,44537
50,117201
60,124009
58,59975
41,63246
41,111712
60,114115
25,31321
30,18687
40,121749
40,140279
44,88725
46,145224
33,138554
38,90621
41,117268
23,113474
57,128652
46,38732
48,137703
63,18955
50,15279
46,36117
43,120363
27,87675
61,18000
37,122846
18,59561
49,40144
20,76449
64,48890
62,38671
19,58342
29,57367
44,56192
21,122177
41,77250
20,40127
18,131277
55,101971
29,141323
56,20497
18,142724
61,144878
33,102423
19,50167
29,72177
50,109391
42,92467
37,34181
38,18296
65,138636
65,101775
41,127396
53,105801
48,118704
51,21849
46,31611
60,75528
29,137758
59,67965
48,73519
29,147290
42,81415
55,141699
28,133704
25,112665
55,137694
61,32787
18,111974
40,86724
38,67645
47,98040
28,51694
33,121333
58,92214
57,107431
23,16201
27,47260
35,146328
20,63246
59,117924
22,102003
55,44611
24,105108
20,46505
27,84449
61,30902
26,108411
51,84183
23,36907
19,94540
39,60668
55,24067
33,20562
23,25147
37,50781
29,93172
53,122030
33,20715
56,130999
64,48755
64,117281
37,144978
32,93722
48,100334
58,102711
24,104033
45,35595
41,54880
29,74248
42,147940
51,111504
27,39927
56,66520
52,29745
26,93943
21,146635
33,43812
58,126395
25,121337
33,85652
49,108498
24,33187
48,107917
62,84496
36,70011
35,139587
27,37481
52,110664
35,46302
29,75209
58,68694
39,53545
54,93521
42,109106
39,123103
49,129120
32,113285
42,48156
56,27920
63,110363
19,143855
44,19004
51,16291
43,89724
30,124969
44,70840
58,119351
56,52392
51,119078
19,83586
40,137879
62,24337
64,35432
57,80233
53,48105
29,122851
33,90020
25,128809
42,125967
33,42826
57,52209
42,38661
36,66971
62,94965
24,96076
50,114762
44,40383
54,132028
61,74976
29,69108
24,135937
34,49745
48,141092
37,102049
25,46067
32,78205
42,27496
63,76306
22,52249
42,121857
55,107005
39,85630
64,66539
44,64111
45,118009
41,61350
23,42038
33,28078
30,93871
63,122340
32,20850
58,39976
44,39179
29,100736
35,67905
21,130503
25,32158
37,84856
25,111340
20,87783
48,42010
62,95834
35,74393
41,108766
58,130037
30,129471
23,82175
61,146511
25,129949
53,48592
64,33192
41,106831
54,39130
55,56304
56,120101
19,98576
23,99530
23,114204
60,85207
58,18538
35,23948
41,52877
57,82488
21,52989
34,130000
41,140888
41,53461
58,142124
33,41784
18,23313
31,65723
43,44435
52,46025
24,24014
41,131298
44,115802
43,125953
29,30288
23,115379
53,116913
42,79158
50,78260
27,116706
31,52012
43,36710
62,97737
54,49090
64,53764
43,69721
48,94341
30,85500
24,37071
48,43228
54,141678
54,88615
25,54333
41,57215
40,76227
52,77985
31,25828
22,31539
33,98936
41,127918
21,131566
18,112462
21,141770
18,21729
65,34607
61,144263
50,92195
24,139105
61,113751
59,106902
56,133779
23,84348
61,31390
25,126362
63,68867
64,26762
49,138577
48,52568
41,77894
31,118833
64,47053
29,140495
58,133034
43,72694
22,137548
46,33258
35,52728
23,43623
32,138167
59,34787
25,115940
20,140347
41,145516
57,44873
36,140050
38,38033
18,148755
52,65603
39,126547
28,34026
36,105301
40,41754
58,57141
59,17807
52,112096
58,50778
34,112556
52,41218
64,110854
55,133037
60,88424
18,52615
51,69197
53,125603
34,54893
34,136393
36,134851
65,33567
44,23405
63,29672
60,135082
53,37527
28,115308
24,131490
20,130035
58,88503
30,78098
53,72284
26,102044
52,39818
20,119233
32,75637
28,126743
43,118795
38,64863
56,91901
46,68232
34,135946
49,50823
48,137529
56,135370
44,94037
32,136660
59,116309
46,136662
46,139816
64,135183
61,137211
18,39512
43,39408
25,59695
26,17029
53,136006
39,117087
58,73852
54,108660
63,47618
38,127859
59,59612
38,55757
53,86426
35,20422
46,72206
40,129093
58,91151
33,97268
47,120860
22,138862
64,63962
24,43295
59,84083
38,67073
18,148668
26,79452
43,70653
32,121012
31,98130
51,15599
59,42650
19,119993
31,116638
38,112497
41,72938
44,23021
31,91400
39,120464
26,98515
59,117239
30,28514
50,45614
63,67311
42,100096
25,84741
60,57423
38,103978
29,46124
24,41577
45,87919
43,90882
22,82997
37,32414
20,57987
33,88981
38,146649
44,123000
21,73804
53,129562
25,22564
28,137428
39,79570
35,112432
64,124285
28,74388
54,30500
44,128569
20,121077
27,64661
44,36411
39,139406
28,78310
39,100131
41,143456
45,114235
45,57867
22,137667
46,105102
22,40675
33,119912
58,105169
21,105522
61,135834
29,23392
25,94244
38,54786
44,147926
40,101871
63,112985
32,77459
19,64852
18,145432
55,93435
33,72891
64,104954
50,113687
49,133287
18,68474
48,116644
53,104187
40,106095
49,31016
44,78258
26,24261
58,77936
37,141334
28,35871
55,50244
65,101703
21,18942
56,51609
19,31134
37,87513
32,22183
39,17131
45,24568
65,55293
24,70083
64,121719
36,114651
21,92390
18,83426
21,67284
53,61666
28,45519
55,124702
48,15904
27,72315
58,89871
45,45369
47,57884
36,140803
26,129822
45,128484
31,94618
33,96041
61,148880
48,111517
57,17933
54,69423
40,59185
23,105969
54,65227
31,83389
45,18482
25,23296
18,113484
35,72152
26,41171
28,43381
47,147710
51,16292
48,90392
51,80811
29,88914
61,58457
34,82580
55,78958
61,124656
33,15808
33,119400
23,131706
63,72659
35,29254
56,35538
48,108968
38,67724
53,18494
64,118472
28,46345
50,75702
50,121442
64,100928
29,122921
62,130400
60,107110
55,21938
22,149370
30,100823
45,25373
22,29865
55,132512
63,99559
25,69560
39,105482
31,121280
65,51928
36,57925
63,61606
35,86665
23,33104
18,53876
48,76886
56,148127
26,68132
52,118620
60,96601
41,138006
58,135228
32,68922
48,129869
65,70695
46,42437
37,17450
62,120719
32,86261
63,96651
32,146109
39,46526
34,101410
32,124247
33,53703
43,140101
32,74992
57,65535
37,82869
35,62079
58,84610
51,144348
49,16455
40,103813
46,115478
46,134124
44,136393
28,96918
38,135912
44,127434
44,95990
21,53802
18,79331
32,66190
43,100546
50,60378
54,101855
42,76338
46,139303
63,32857
28,118954
56,25395
23,132287
26,69058
29,42603
48,51195
55,138994
19,75539
46,81868
32,106931
54,91819
29,82801
35,130946
41,63806
35,63557
57,43470
44,36354
43,135279
44,83932
27,105908
49,75598
36,37136
32,149548
30,134765
36,145673
22,81392
44,44352
51,84584
47,42578
37,60110
62,143717
24,135800
55,19199
49,127878
23,62772
47,25223
63,48978
26,23224
36,128919
57,88939
59,76499
19,37227
61,134741
32,102964
42,16978
52,21085
50,85974
33,16250
25,103396
41,102716
31,97266
62,67469
55,53157
60,88022
24,39573
55,138682
37,109435
20,126858
41,85275
21,127582
23,91463
40,85900
18,33318
27,144286
65,129178
32,29097
21,66377
48,91158
58,86718
34,23150
52,34026
62,40460
43,30317
65,37469
33,62874
25,34655
47,65417
63,127388
33,82094
49,143498
46,19399
63,45866
39,24675
27,78028
23,136625
58,114001
56,107362
51,86200
48,126648
36,104373
28,101650
46,35102
61,76623
49,144759
35,108546
36,95109
52,96415
45,56539
35,110578
30,87727
50,61716
57,148861
32,115473
38,20028
22,101411
62,53315
31,37298
58,66532
25,82253
47,67455
33,142669
63,122808
54,99461
44,107067
63,141735
18,36502
23,62406
44,26348
41,81028
26,110253
39,129279
18,130843
53,146003
32,17691
45,69973
65,49589
21,76884
18,90722
48,41530
57,32549
36,141681
20,110934
24,37765
60,93824
41,94262
39,66606
35,45199
44,34879
56,38007
55,56302
26,30408
56,96240
49,56314
25,60763
60,84009
47,38061
41,64148
55,53183
39,142034
25,111857
59,59537
37,43151
38,110063
54,98458
22,149384
22,61045
28,86596
55,49266
49,34703
62,74101
22,119154
20,90489
32,145151
52,90270
26,64190
58,66238
62,122357
19,83035
36,21775
62,27350
48,76078
45,105048
57,124674
64,50964
49,34190
30,71047
39,66467
59,38700
34,117928
23,44347
28,23068
23,107579
61,98376
63,27868
38,147212
44,17555
30,138699
54,21173
45,74843
56,33430
39,114763
19,61007
52,108880
52,139141
28,135818
28,67581
23,91860
61,50326
21,75049
32,136472
53,99221
44,96449
63,88902
20,29178
19,145968
24,102503
63,53370
35,38175
65,124116
50,108974
32,24278
18,125815
47,62848
26,55893
47,98769
42,63258
33,143290
55,126509
31,146478
31,115198
40,70167
30,129571
60,97482
41,91691
34,142127
54,103745
22,89428
22,23677
23,95450
56,15585
54,25683
27,106819
38,135498
38,17180
22,131629
55,116728
33,111249
33,131683
59,28553
57,87089
18,18977
62,65916
64,31624
23,18377
55,76769
33,79330
29,77968
64,57343
56,33097
63,121516
22,44929
34,19643
57,37467
65,122760
48,116012
58,101442
44,88329
39,85411
62,96813
21,16885
42,108274
64,70630
44,46196
46,85943
50,19466
39,68450
57,90993
60,102394
65,140014
45,73502
30,25512
26,147805
33,108495
59,107701
18,136859
45,77975
23,35972
25,75517
65,132294
22,43012
51,23127
38,17281
36,104081
52,32501
65,42042
23,39940
37,50022
41,116292
36,145577
34,31403
34,90535
24,75492
36,128924
38,80368
22,69710
58,88826
18,85990
54,135613
35,133267
34,19864
58,53870
38,30406
41,97443
26,60361
33,48816
61,16472
37,95332
46,149987
56,68981
43,147031
61,26680
36,121427
62,116488
45,132114
50,29106
28,60020
38,46004
65,22646
26,43541
43,120123
29,52267
23,81660
26,27166
50,25880
33,106724
58,95838
48,140867
38,120735
33,43559
39,47092
27,112097
32,131580
55,113985
44,148035
55,67146
27,54500
23,26775
57,54845
52,149581
37,81472
30,87477
21,89395
36,26344
47,26451
35,122832
56,126227
28,54557
55,103066
65,149807
26,97159
58,135632
65,46856
47,31077
52,137766
39,44371
27,110611
37,87607
52,89133
52,18733
47,44286
57,117435
21,112153
40,116344
33,37435
52,120309
28,72545
54,95056
31,32273
34,126311
54,139918
53,17738
18,95924
47,78933
55,122694
35,140981
19,57376
56,18001
65,131826
47,138547
63,23901
29,28242
33,74870
53,44924
24,54818
35,139956
53,57549
52,51756
39,63393
62,141106
29,112258
53,19903
24,135693
48,82422
31,58458
46,121713
60,36396
56,35277
53,84549
57,117405
27,72204
28,28591
22,74839
53,109086
42,28207
19,133673
41,40678
18,144816
51,53928
38,94921
42,88914
44,77174
45,145919
35,24715
28,101040
61,23233
41,111338
48,53202
28,115888
27,121852
31,93828
61,17820
33,146011
49,43813
60,89645
37,43466
38,129031
39,68742
45,17101
32,22591
40,42564
53,80958
61,131417
30,127254
38,124171
61,22956
37,23639
55,83302
27,29557
58,121521
31,64159
50,119398
54,36880
