age,income,type
65,100652,fake
44,99151,fake
40,89342,fake
26,65626,fake
20,23180,fake
31,97535,fake
39,23002,fake
35,43524,fake
24,39101,fake
29,29594,fake
51,46923,fake
24,116870,fake
46,109495,fake
20,23092,fake
27,148295,fake
21,43278,fake
65,74477,fake
60,64455,fake
37,145503,fake
44,133147,fake
59,30355,fake
56,56509,fake
39,94207,fake
59,48110,fake
28,81355,fake
61,42113,fake
28,133839,fake
49,108728,fake
32,105691,fake
26,17742,fake
52,38228,fake
57,33819,fake
51,18024,fake
35,72374,fake
34,45328,fake
37,29621,fake
41,44706,fake
63,132765,fake
55,149590,fake
29,125670,fake
60,141430,fake
44,90731,fake
47,55799,fake
62,32773,fake
54,46211,fake
24,118128,fake
60,118756,fake
47,138265,fake
47,133196,fake
19,110066,fake
37,47264,fake
20,115542,fake
61,67563,fake
28,122648,fake
45,127554,fake
65,131369,fake
53,141015,fake
45,21535,fake
33,84685,fake
31,132643,fake
48,99935,fake
34,63188,fake
47,41102,fake
19,15277,fake
32,17338,fake
36,17646,fake
46,102838,fake
56,109543,fake
51,40550,fake
59,72158,fake
62,35700,fake
40,32597,fake
29,32449,fake
53,140905,fake
40,87001,fake
49,43964,fake
24,70580,fake
50,19676,fake
49,19708,fake
20,35140,fake
40,103446,fake
40,119934,fake
50,107884,fake
25,116073,fake
41,116156,fake
29,146639,fake
26,83044,fake
35,39012,fake
62,94485,fake
21,17755,fake
39,76379,fake
54,73979,fake
25,114371,fake
44,58788,fake
25,146090,fake
56,92351,fake
48,52123,fake
56,33922,fake
31,16090,fake
57,88933,fake
50,73504,fake
23,63718,fake
52,109251,fake
53,91112,fake
34,117231,fake
24,86694,fake
29,101183,fake
45,85737,fake
60,37308,fake
39,131276,fake
18,141325,fake
63,105720,fake
25,78217,fake
25,57110,fake
44,35175,fake
28,72807,fake
43,26877,fake
25,55831,fake
50,27992,fake
43,49388,fake
57,93017,fake
59,106658,fake
34,82107,fake
23,148999,fake
49,19393,fake
56,60316,fake
58,132800,fake
47,134302,fake
29,36306,fake
52,128336,fake
35,39537,fake
48,54973,fake
54,110427,fake
51,137816,fake
37,140864,fake
65,97355,fake
24,42125,fake
23,91702,fake
40,41496,fake
38,34666,fake
45,18936,fake
29,71226,fake
25,98873,fake
64,88136,fake
55,90393,fake
29,30507,fake
42,102911,fake
52,89477,fake
32,54155,fake
30,45496,fake
18,76283,fake
58,111751,fake
40,130279,fake
40,22608,fake
30,133545,fake
22,25239,fake
34,79302,fake
32,37641,fake
49,128300,fake
58,54293,fake
62,132751,fake
36,21885,fake
26,111073,fake
45,81453,fake
31,57485,fake
40,42462,fake
45,64937,fake
63,16668,fake
58,45520,fake
42,135948,fake
30,91451,fake
58,25805,fake
65,133759,fake
23,91383,fake
43,148997,fake
28,58272,fake
47,47576,fake
22,111369,fake
37,130737,fake
59,129471,fake
21,66545,fake
57,148863,fake
26,38993,fake
34,58833,fake
25,34089,fake
49,127479,fake
32,28905,fake
65,69963,fake
36,124804,fake
60,100742,fake
59,122906,fake
44,104696,fake
41,19846,fake
54,45115,fake
22,119389,fake
37,146580,fake
18,94571,fake
47,149564,fake
63,137038,fake
40,123244,fake
58,54452,fake
33,54245,fake
35,66443,fake
42,102297,fake
18,26503,fake
45,38886,fake
50,121714,fake
65,55595,fake
21,133935,fake
23,33402,fake
54,141589,fake
54,101277,fake
48,29039,fake
24,149854,fake
25,96704,fake
64,112991,fake
25,41676,fake
25,75860,fake
63,43371,fake
46,81839,fake
20,68276,fake
50,54386,fake
31,50093,fake
26,129021,fake
61,103293,fake
22,68539,fake
38,68833,fake
54,81110,fake
38,139256,fake
53,138936,fake
32,81351,fake
45,80208,fake
64,147306,fake
22,73318,fake
47,45274,fake
51,135479,fake
34,84706,fake
63,53505,fake
65,91191,fake
63,141920,fake
18,119145,fake
63,20889,fake
34,122117,fake
44,121688,fake
21,81425,fake
22,90033,fake
48,104325,fake
44,141003,fake
52,109184,fake
57,137178,fake
37,145424,fake
25,54201,fake
39,144157,fake
51,68769,fake
32,38706,fake
53,113180,fake
49,78165,fake
55,27771,fake
27,141374,fake
59,124819,fake
39,76184,fake
45,94504,fake
60,48783,fake
18,31681,fake
31,59117,fake
46,73488,fake
56,20342,fake
62,115302,fake
46,27120,fake
63,118985,fake
33,141083,fake
53,88757,fake
51,28416,fake
61,114921,fake
43,105617,fake
52,85685,fake
35,133259,fake
38,45201,fake
56,119188,fake
58,89336,fake
36,23229,fake
63,126945,fake
42,133912,fake
29,25416,fake
46,84763,fake
59,29099,fake
34,48218,fake
34,140566,fake
46,120563,fake
63,128414,fake
58,135387,fake
42,57096,fake
47,21055,fake
30,42598,fake
60,108168,fake
40,117559,fake
63,122659,fake
22,68744,fake
45,49429,fake
19,65821,fake
59,90745,fake
62,71129,fake
61,140919,fake
63,73073,fake
40,106146,fake
28,95118,fake
51,140267,fake
18,54089,fake
44,88990,fake
60,134736,fake
29,115939,fake
40,31819,fake
30,81117,fake
61,101032,fake
39,42787,fake
35,141779,fake
18,143810,fake
60,140154,fake
38,53999,fake
55,129902,fake
57,98115,fake
20,51811,fake
61,23420,fake
64,138497,fake
54,35096,fake
24,121634,fake
18,87986,fake
37,15302,fake
56,97969,fake
53,24096,fake
25,44732,fake
33,87136,fake
57,125634,fake
33,97567,fake
40,121406,fake
62,38279,fake
23,48832,fake
34,79847,fake
65,73933,fake
37,22895,fake
50,127762,fake
36,121706,fake
37,97159,fake
18,90503,fake
54,127085,fake
56,45116,fake
39,63324,fake
63,75185,fake
45,56498,fake
27,77179,fake
63,15097,fake
46,44353,fake
64,71686,fake
24,135037,fake
20,141693,fake
56,108437,fake
60,43482,fake
44,74978,fake
46,90544,fake
25,55927,fake
33,29099,fake
42,56862,fake
31,132917,fake
57,77401,fake
62,126148,fake
29,64641,fake
23,51910,fake
45,102638,fake
38,96974,fake
21,142147,fake
47,123545,fake
61,148994,fake
61,27610,fake
49,106298,fake
18,28201,fake
55,140907,fake
40,98137,fake
62,79819,fake
55,98312,fake
42,34870,fake
65,30468,fake
60,15860,fake
23,103603,fake
31,62469,fake
57,69718,fake
33,81353,fake
29,86904,fake
51,43719,fake
58,76908,fake
49,17746,fake
30,147974,fake
50,51553,fake
36,123228,fake
20,29782,fake
57,89012,fake
36,37166,fake
32,145810,fake
63,87486,fake
19,18512,fake
27,90387,fake
26,40261,fake
43,98382,fake
28,22722,fake
57,19791,fake
36,107867,fake
63,117470,fake
23,95855,fake
21,96926,fake
35,145048,fake
34,46332,fake
29,67174,fake
39,66814,fake
48,22834,fake
28,111288,fake
46,88302,fake
35,83638,fake
36,123662,fake
52,121079,fake
45,141134,fake
33,34363,fake
40,42065,fake
44,135779,fake
49,28891,fake
52,37217,fake
58,116429,fake
28,88433,fake
58,135849,fake
29,125648,fake
42,97413,fake
51,62368,fake
39,30850,fake
50,131574,fake
55,24212,fake
47,137614,fake
19,34585,fake
20,139943,fake
22,139263,fake
63,46425,fake
36,17108,fake
24,121754,fake
35,58739,fake
43,17534,fake
37,59449,fake
38,146654,fake
49,29402,fake
42,113498,fake
28,64950,fake
26,84346,fake
58,142474,fake
30,28473,fake
56,20036,fake
27,74688,fake
44,105805,fake
52,82860,fake
62,101037,fake
40,144931,fake
47,75405,fake
19,135993,fake
63,64750,fake
46,131582,fake
25,15411,fake
23,48346,fake
52,58546,fake
19,85648,fake
24,85639,fake
51,137370,fake
45,21110,fake
56,20643,fake
34,92148,fake
25,137125,fake
47,122212,fake
55,109729,fake
51,16979,fake
30,17683,fake
40,45661,fake
54,66256,fake
37,113725,fake
43,65373,fake
55,62518,fake
35,108453,fake
46,104834,fake
60,122172,fake
34,118097,fake
34,85170,fake
32,113757,fake
24,63462,fake
26,114253,fake
47,40256,fake
51,74017,fake
43,74816,fake
21,18541,fake
27,28889,fake
62,69224,fake
57,95256,fake
53,48867,fake
53,136606,fake
24,69325,fake
24,47653,fake
21,75953,fake
24,109324,fake
42,24631,fake
27,18498,fake
25,133828,fake
49,30761,fake
38,59997,fake
44,63859,fake
43,63912,fake
31,54497,fake
33,109553,fake
18,95601,fake
38,115660,fake
32,134567,fake
40,67829,fake
23,149076,fake
21,17204,fake
63,113705,fake
36,139155,fake
60,22551,fake
22,146570,fake
56,43399,fake
59,89519,fake
63,39614,fake
27,76617,fake
56,99422,fake
56,38781,fake
26,66960,fake
48,124480,fake
64,17963,fake
56,90366,fake
61,64855,fake
22,24875,fake
31,112796,fake
47,149253,fake
49,77799,fake
30,61747,fake
51,122575,fake
37,81298,fake
62,30568,fake
33,52484,fake
46,75068,fake
43,137010,fake
52,69826,fake
56,144387,fake
18,40475,fake
65,126462,fake
29,146038,fake
40,118950,fake
27,132528,fake
64,136845,fake
52,43493,fake
35,51479,fake
21,48908,fake
40,37628,fake
60,95906,fake
40,82261,fake
24,85848,fake
35,35458,fake
25,142806,fake
54,49132,fake
40,62432,fake
54,87571,fake
61,125999,fake
56,95315,fake
34,85784,fake
38,143030,fake
44,66899,fake
23,106800,fake
57,136440,fake
56,64662,fake
61,107196,fake
47,84414,fake
46,25294,fake
26,120197,fake
19,138810,fake
56,101300,fake
54,111621,fake
33,18835,fake
47,63648,fake
65,86707,fake
38,52882,fake
27,55233,fake
50,139381,fake
53,51307,fake
39,114118,fake
28,98228,fake
33,124485,fake
53,108163,fake
47,121485,fake
57,24637,fake
46,74952,fake
36,105578,fake
63,67948,fake
58,89243,fake
44,65752,fake
47,121129,fake
59,94913,fake
49,38360,fake
56,81032,fake
38,44548,fake
65,140109,fake
45,112445,fake
38,73638,fake
22,134520,fake
58,135008,fake
40,47176,fake
48,78654,fake
64,17605,fake
37,124137,fake
62,126286,fake
45,113124,fake
20,79955,fake
50,73704,fake
42,112688,fake
39,106594,fake
48,30537,fake
35,144591,fake
49,59988,fake
36,97869,fake
46,146508,fake
25,89130,fake
25,36710,fake
32,40758,fake
59,16993,fake
44,20244,fake
53,38322,fake
23,135779,fake
30,130991,fake
46,33460,fake
64,48823,fake
42,142460,fake
36,49581,fake
44,142586,fake
59,64774,fake
36,77680,fake
47,121785,fake
64,33696,fake
35,148282,fake
40,98405,fake
53,70789,fake
47,102001,fake
36,46463,fake
39,106668,fake
41,54022,fake
27,129717,fake
55,96240,fake
53,145169,fake
32,33721,fake
50,118975,fake
42,26456,fake
57,69628,fake
49,50668,fake
28,100326,fake
28,138308,fake
59,119667,fake
56,66709,fake
31,80099,fake
32,115597,fake
31,37302,fake
63,63804,fake
29,70160,fake
53,119917,fake
42,15891,fake
58,16198,fake
45,45301,fake
54,70709,fake
26,120436,fake
24,29312,fake
33,16519,fake
52,131313,fake
65,73717,fake
28,108991,fake
33,148388,fake
62,95527,fake
60,53927,fake
52,114811,fake
63,80203,fake
37,83931,fake
44,43770,fake
25,40999,fake
50,65951,fake
44,115986,fake
37,96952,fake
24,30919,fake
34,54096,fake
26,132460,fake
26,19305,fake
35,64489,fake
26,54095,fake
19,29081,fake
33,44795,fake
34,105096,fake
50,91924,fake
60,50254,fake
49,68158,fake
33,133230,fake
63,103213,fake
56,134488,fake
19,64392,fake
23,52291,fake
48,68197,fake
46,42511,fake
45,108982,fake
32,126393,fake
55,111590,fake
19,25450,fake
27,30947,fake
38,139768,fake
18,144976,fake
58,73573,fake
56,94121,fake
53,21979,fake
40,80430,fake
46,107627,fake
49,51488,fake
31,124124,fake
32,89961,fake
35,81446,fake
61,78607,fake
65,93780,fake
36,137549,fake
18,48159,fake
25,95504,fake
20,54676,fake
28,57009,fake
57,54688,fake
46,71023,fake
55,37379,fake
52,47628,fake
44,18212,fake
25,85928,fake
20,94213,fake
49,78869,fake
34,21497,fake
63,117477,fake
23,89463,fake
36,19803,fake
42,64520,fake
33,56014,fake
20,107300,fake
44,84754,fake
34,129027,fake
22,54154,fake
47,54860,fake
49,118694,fake
35,147911,fake
62,16589,fake
34,143445,fake
28,19385,fake
32,17255,fake
58,107745,fake
25,122345,fake
22,78936,fake
23,120413,fake
30,75774,fake
22,124292,fake
50,122505,fake
21,33444,fake
24,50583,fake
35,120000,fake
27,137319,fake
57,146169,fake
31,105345,fake
61,46592,fake
62,125605,fake
23,60951,fake
33,109191,fake
64,77006,fake
48,47362,fake
27,106055,fake
63,78953,fake
61,19517,fake
23,82759,fake
44,98318,fake
38,44440,fake
57,27294,fake
59,113071,fake
53,20338,fake
31,91994,fake
54,16218,fake
23,47087,fake
46,134040,fake
43,76039,fake
33,21443,fake
51,81759,fake
27,51032,fake
18,149192,fake
48,148705,fake
33,129238,fake
45,44032,fake
19,117397,fake
49,49231,fake
63,111420,fake
34,109543,fake
32,51149,fake
19,131859,fake
65,39012,fake
29,50005,fake
25,135136,fake
37,127426,fake
59,75806,fake
27,27361,fake
59,117436,fake
27,25023,fake
65,137774,fake
34,105749,fake
21,25643,fake
31,77712,fake
58,142699,fake
42,126690,fake
45,39081,fake
19,57281,fake
43,87099,fake
57,85769,fake
56,91403,fake
48,121043,fake
60,147552,fake
47,141964,fake
59,51345,fake
44,45725,fake
57,40232,fake
24,44528,fake
47,149886,fake
60,32794,fake
42,134185,fake
43,117407,fake
43,71357,fake
54,47848,fake
62,106410,fake
44,54671,fake
26,131482,fake
26,116729,fake
58,63654,fake
52,20731,fake
34,37778,fake
34,38247,fake
49,90427,fake
33,112612,fake
55,19288,fake
54,18651,fake
34,104987,fake
60,105815,fake
65,114878,fake
56,16766,fake
63,128595,fake
54,50056,fake
26,42224,fake
21,71853,fake
56,83094,fake
29,108534,fake
37,95289,fake
51,106472,fake
55,42143,fake
18,100092,fake
22,110181,fake
36,137071,fake
65,29247,fake
28,39108,fake
23,28182,fake
19,63866,fake
20,47308,fake
29,95588,fake
52,34624,fake
49,19420,fake
22,71837,fake
57,106442,fake
62,39812,fake
61,93303,fake
61,121137,fake
43,68648,fake
45,88412,fake
62,136334,fake
37,115906,fake
49,61561,fake
34,143505,fake
49,58807,fake
65,132081,fake
61,48073,fake
62,47757,fake
29,85952,fake
58,94247,fake
22,106925,fake
29,54956,fake
58,35721,fake
59,98961,fake
46,84007,fake
26,21312,fake
42,69335,fake
26,40226,fake
63,57201,fake
65,75003,fake
52,49498,fake
27,78210,fake
48,105092,fake
57,94233,fake
31,22834,fake
30,146024,fake
43,44505,fake
31,141605,fake
20,122642,fake
57,54262,fake
49,144225,fake
60,53287,fake
20,139401,fake
26,48079,fake
55,85059,fake
61,48659,fake
54,134396,fake
56,131199,fake
53,32758,fake
56,130928,fake
34,59688,fake
33,20573,fake
33,79766,fake
58,62965,fake
21,46606,fake
35,132984,fake
51,57888,fake
45,143732,fake
28,19731,fake
27,54259,fake
51,17903,fake
62,79744,fake
23,148881,fake
37,94301,fake
52,148834,fake
47,55418,fake
44,26917,fake
28,99759,fake
51,17784,fake
41,77898,fake
64,86717,fake
57,31165,fake
47,119989,fake
51,108917,fake
32,104514,fake
29,26009,fake
52,45392,fake
48,83510,fake
31,116711,fake
62,46195,fake
54,134784,fake
48,66779,fake
29,66259,fake
53,25208,fake
48,107987,fake
65,119332,fake
41,63041,fake
44,138778,fake
24,100172,fake
29,35074,fake
65,47717,fake
54,60193,fake
52,120485,fake
62,89519,fake
27,88198,fake
59,87555,fake
54,137929,fake
46,56797,fake
31,65228,fake
34,26389,fake
62,55497,fake
24,55439,fake
33,135789,fake
64,91044,fake
52,81266,fake
51,81859,fake
38,70341,fake
51,56635,fake
52,15969,fake
27,148551,fake
40,104392,fake
32,62768,fake
30,105525,fake
35,131054,fake
29,122690,fake
34,123805,fake
18,88166,fake
53,59810,fake
37,144293,fake
59,130982,fake
29,88509,fake
24,120504,fake
54,25178,fake
49,73349,fake
29,15767,fake
43,98922,fake
27,110331,fake
32,143391,fake
37,85297,fake
36,86908,fake
23,38794,fake
52,64335,fake
52,28327,fake
23,42949,fake
33,39920,fake
42,32056,fake
18,101375,fake
45,106231,fake
50,98519,fake
47,126927,fake
51,37075,fake
52,138913,fake
59,69364,fake
42,38570,fake
47,71598,fake
50,75084,fake
41,132037,fake
59,143227,fake
50,86151,fake
64,20407,fake
35,122755,fake
51,78130,fake
35,87442,fake
21,26639,fake
53,132060,fake
32,106030,fake
29,51907,fake
28,78200,fake
26,63881,fake
26,96962,fake
40,126508,fake
40,28318,fake
46,69654,fake
19,104937,fake
50,90572,fake
52,81094,fake
28,140309,fake
46,64475,fake
42,104094,fake
55,100709,fake
23,59929,fake
22,99897,fake
21,43794,fake
41,81292,fake
29,34024,fake
61,46903,fake
50,130293,fake
37,18867,fake
31,56873,fake
35,142345,fake
50,84575,fake
19,22193,fake
51,125972,fake
49,131123,fake
60,110201,fake
52,85996,fake
50,70141,fake
19,68630,fake
59,23462,fake
51,29763,fake
26,125398,fake
46,47918,fake
59,73932,fake
55,42548,fake
19,112896,fake
22,119651,fake
43,18739,fake
38,55471,fake
25,105075,fake
30,125580,fake
26,60855,fake
64,30840,fake
25,149355,fake
58,77743,fake
20,47477,fake
41,20131,fake
40,50417,fake
59,100651,fake
51,132596,fake
57,105593,fake
63,22930,fake
65,39796,fake
42,37968,fake
18,15910,fake
53,68054,fake
46,50598,fake
23,100466,fake
36,60358,fake
34,41285,fake
22,105983,fake
63,32593,fake
41,139496,fake
53,146812,fake
40,51922,fake
55,124171,fake
53,133775,fake
62,87054,fake
33,113836,fake
43,44936,fake
51,99430,fake
48,127357,fake
58,41698,fake
53,55098,fake
49,89779,fake
56,50729,fake
37,94779,fake
31,99107,fake
41,92721,fake
60,108193,fake
62,126092,fake
49,105541,fake
48,110148,fake
63,54478,fake
59,25449,fake
45,101327,fake
65,118099,fake
40,60158,fake
25,33898,fake
23,21187,fake
51,55615,fake
33,116025,fake
38,23163,fake
60,26251,fake
36,134452,fake
19,108922,fake
55,17617,fake
36,59449,fake
57,96399,fake
18,60833,fake
29,138512,fake
45,101660,fake
46,82542,fake
32,109209,fake
52,15172,fake
20,89263,fake
43,32749,fake
50,131411,fake
46,146174,fake
38,128684,fake
63,117256,fake
23,98772,fake
37,88664,fake
58,27467,fake
42,29114,fake
39,125405,fake
37,121969,fake
53,41018,fake
31,113722,fake
21,54205,fake
53,123188,fake
29,59917,fake
32,142363,fake
42,123630,fake
51,46342,fake
24,95015,fake
35,46641,fake
30,141699,fake
37,117967,fake
54,146138,fake
65,21398,fake
43,146388,fake
32,142678,fake
22,51112,fake
29,117553,fake
21,15133,fake
61,29270,fake
62,45716,fake
37,16083,fake
25,144976,fake
23,16950,fake
42,51037,fake
49,145237,fake
52,88101,fake
61,116066,fake
56,119281,fake
54,66535,fake
37,109804,fake
34,43921,fake
51,113535,fake
45,63282,fake
63,99285,fake
32,60144,fake
49,108396,fake
59,86632,fake
36,110754,fake
60,116751,fake
64,50921,fake
33,129931,fake
21,116861,fake
33,74150,fake
54,41236,fake
43,101549,fake
41,50021,fake
18,32641,fake
30,142844,fake
55,120345,fake
47,39313,fake
26,20332,fake
64,123755,fake
20,23338,fake
38,83800,fake
63,103261,fake
23,112194,fake
63,24868,fake
61,34303,fake
19,20312,fake
46,112077,fake
30,87442,fake
53,22076,fake
48,51547,fake
22,81928,fake
64,51827,fake
63,144909,fake
20,106618,fake
56,65193,fake
19,105716,fake
49,79502,fake
24,23679,fake
25,102596,fake
55,110691,fake
47,42450,fake
49,81546,fake
45,87407,fake
58,23068,fake
53,92489,fake
21,70818,fake
18,126539,fake
57,117061,fake
40,103816,fake
47,53388,fake
62,110333,fake
22,91175,fake
44,57572,fake
57,46602,fake
25,94225,fake
35,119619,fake
32,79513,fake
45,128124,fake
55,65679,fake
30,105102,fake
40,73830,fake
40,80866,fake
54,45500,fake
35,80192,fake
23,122130,fake
35,16989,fake
29,46504,fake
54,71432,fake
55,117195,fake
25,128162,fake
28,126081,fake
65,18993,fake
50,99470,fake
27,133786,fake
32,146677,fake
38,82128,fake
32,140143,fake
59,121245,fake
42,123167,fake
40,125830,fake
29,25610,fake
24,142381,fake
47,110666,fake
56,132857,fake
48,129028,fake
55,43062,fake
33,48780,fake
42,23066,fake
31,100299,fake
65,46389,fake
64,36801,fake
34,88041,fake
40,47647,fake
18,60488,fake
42,116631,fake
51,38853,fake
50,85356,fake
40,74686,fake
32,74952,fake
27,71151,fake
58,35764,fake
21,17388,fake
27,80091,fake
58,142018,fake
32,46216,fake
29,121540,fake
40,39061,fake
47,74278,fake
46,72068,fake
42,122840,fake
58,129243,fake
21,123128,fake
39,79676,fake
44,64231,fake
51,98776,fake
38,85495,fake
44,92349,fake
47,19533,fake
37,115949,fake
64,70446,fake
19,131429,fake
19,40170,fake
23,25914,fake
58,147488,fake
55,59288,fake
31,53468,fake
45,39035,fake
22,112158,fake
37,108736,fake
47,86238,fake
45,23032,fake
30,86174,fake
31,121930,fake
32,73250,fake
53,33373,fake
54,74642,fake
30,40170,fake
62,68864,fake
49,67389,fake
47,38125,fake
34,126204,fake
55,99759,fake
57,100393,fake
45,16642,fake
34,129782,fake
33,105127,fake
58,98877,fake
61,61331,fake
37,60042,fake
21,96727,fake
36,103567,fake
50,17020,fake
33,140697,fake
21,20324,fake
53,139021,fake
57,103832,fake
30,110485,fake
21,116789,fake
49,27118,fake
39,64123,fake
62,113232,fake
35,87987,fake
25,107023,fake
56,28754,fake
31,45474,fake
39,46123,fake
21,84697,fake
62,21190,fake
20,139337,fake
63,81400,fake
22,117959,fake
49,52464,fake
37,101928,fake
49,89217,fake
25,79350,fake
36,67059,fake
44,100478,fake
58,31880,fake
24,124432,fake
31,29585,fake
31,77975,fake
27,82996,fake
40,145449,fake
46,126669,fake
59,65075,fake
64,17939,fake
51,80268,fake
61,79046,fake
63,117834,fake
21,34864,fake
39,127865,fake
20,122209,fake
63,37849,fake
42,111922,fake
54,38870,fake
49,95513,fake
21,138733,fake
43,92009,fake
65,131272,fake
41,33271,fake
23,31059,fake
22,41357,fake
45,84381,fake
65,17985,fake
60,40989,fake
48,48890,fake
50,25293,fake
44,139220,fake
29,108772,fake
39,121740,fake
62,49005,fake
59,37640,fake
62,146043,fake
39,104773,fake
21,126962,fake
30,61282,fake
61,144016,fake
38,105703,fake
18,118396,fake
40,74947,fake
51,97321,fake
19,48069,fake
23,80606,fake
52,112238,fake
61,121998,fake
62,141893,fake
65,69570,fake
26,148133,fake
37,141880,fake
46,23569,fake
43,99767,fake
27,69081,fake
44,68637,fake
37,39304,fake
54,95311,fake
59,24136,fake
54,80776,fake
34,130609,fake
30,128812,fake
60,40469,fake
48,31656,fake
23,139366,fake
32,132050,fake
18,43786,fake
49,53064,fake
62,28193,fake
41,115346,fake
45,58801,fake
43,32688,fake
60,122300,fake
28,71054,fake
51,41275,fake
51,146343,fake
30,51894,fake
23,105127,fake
57,25323,fake
44,75722,fake
53,84395,fake
63,55817,fake
34,80982,fake
18,125272,fake
33,98620,fake
20,132391,fake
54,131094,fake
50,20230,fake
64,124476,fake
52,84096,fake
32,65628,fake
43,129254,fake
27,57528,fake
54,17739,fake
18,93366,fake
61,58520,fake
45,57961,fake
27,46263,fake
18,82366,fake
64,86232,fake
50,16054,fake
64,135245,fake
58,35230,fake
48,23923,fake
35,47390,fake
40,52015,fake
38,77150,fake
48,39093,fake
51,71595,fake
33,108711,fake
60,60596,fake
21,80679,fake
42,83718,fake
53,43459,fake
32,100527,fake
57,126414,fake
33,70323,fake
54,134679,fake
23,84685,fake
27,82069,fake
25,107749,fake
27,61529,fake
46,30765,fake
43,117698,fake
23,63953,fake
46,62211,fake
25,62417,fake
61,102933,fake
58,58640,fake
18,77195,fake
22,35659,fake
42,38977,fake
19,94431,fake
28,138927,fake
40,28807,fake
39,46149,fake
39,22224,fake
55,79352,fake
26,123302,fake
43,106494,fake
40,81188,fake
46,69250,fake
54,56053,fake
38,43650,fake
29,65556,fake
45,115455,fake
29,29220,fake
42,92656,fake
34,60995,fake
53,104183,fake
27,147406,fake
42,53220,fake
30,101548,fake
35,27115,fake
19,67490,fake
22,54408,fake
62,40570,fake
18,26310,fake
29,140797,fake
46,146184,fake
59,141502,fake
64,74396,fake
34,147855,fake
45,43757,fake
65,90423,fake
39,100682,fake
50,17636,fake
56,109038,fake
22,30362,fake
46,112023,fake
25,97465,fake
21,48962,fake
37,81971,fake
63,65478,fake
39,71097,fake
49,138038,fake
55,35509,fake
28,94342,fake
38,43049,fake
21,96435,fake
63,106952,fake
45,38775,fake
60,38080,fake
45,104964,fake
24,94664,fake
23,143374,fake
22,74161,fake
29,144429,fake
19,129196,fake
52,121243,fake
29,87524,fake
64,131231,fake
61,43242,fake
46,46895,fake
31,106079,fake
64,129619,fake
61,126705,fake
48,104608,fake
25,79768,fake
27,26957,fake
28,37210,fake
29,34544,fake
21,55511,fake
58,58309,fake
24,112630,fake
41,54379,fake
55,116279,fake
38,56905,fake
24,98394,fake
49,76022,fake
24,30186,fake
64,21559,fake
25,91797,fake
25,141072,fake
28,138056,fake
51,119982,fake
23,74534,fake
64,147503,fake
34,28027,fake
64,83984,fake
46,17825,fake
44,135304,fake
19,66945,fake
57,145911,fake
36,58784,fake
57,103013,fake
27,122773,fake
26,21276,fake
62,92118,fake
27,46124,fake
65,72556,fake
43,45950,fake
24,69077,fake
30,144498,fake
43,20384,fake
60,23977,fake
34,88787,fake
33,126088,fake
22,43937,fake
58,23591,fake
28,101886,fake
65,115285,fake
19,47825,fake
27,43731,fake
37,49443,fake
49,26422,fake
53,131409,fake
18,22024,fake
25,128043,fake
18,123086,fake
33,25783,fake
30,115024,fake
40,101248,fake
32,57440,fake
58,108404,fake
34,26965,fake
55,95297,fake
49,73535,fake
35,141423,fake
57,83643,fake
43,25852,fake
43,66705,fake
56,133489,fake
34,86751,fake
45,112150,fake
22,82029,fake
43,81961,fake
53,43661,fake
43,80020,fake
19,29073,fake
25,25620,fake
40,94677,fake
47,63013,fake
29,122326,fake
35,75650,fake
21,135363,fake
31,133597,fake
63,44002,fake
39,98984,fake
65,97257,fake
23,48621,fake
60,37993,fake
29,118245,fake
50,146279,fake
36,113356,fake
64,51648,fake
52,108978,fake
19,109239,fake
39,90577,fake
46,141718,fake
21,31304,fake
24,42986,fake
36,51147,fake
20,71173,fake
30,148639,fake
42,130849,fake
60,126336,fake
27,53747,fake
51,73527,fake
22,144070,fake
55,98712,fake
52,51444,fake
34,96265,fake
36,123290,fake
34,113075,fake
22,86119,fake
54,90595,fake
63,148219,fake
47,35947,fake
26,82816,fake
46,32647,fake
64,105694,fake
20,28881,fake
27,69667,fake
31,64941,fake
41,48549,fake
56,35032,fake
53,63159,fake
24,142923,fake
64,132641,fake
28,115270,fake
50,96009,fake
30,116709,fake
26,86391,fake
41,62867,fake
39,92628,fake
24,79466,fake
57,49557,fake
40,79756,fake
21,60604,fake
38,89457,fake
26,142408,fake
23,77089,fake
27,116761,fake
33,16395,fake
57,35495,fake
31,19556,fake
42,25868,fake
42,55228,fake
61,33328,fake
55,65050,fake
42,23028,fake
29,103674,fake
59,21413,fake
50,144884,fake
53,148874,fake
60,80935,fake
58,115985,fake
50,131866,fake
50,46963,fake
45,31460,fake
29,19630,fake
32,131164,fake
45,30557,fake
40,134361,fake
25,123848,fake
48,112932,fake
36,125864,fake
64,58200,fake
63,71732,fake
49,80059,fake
24,29811,fake
31,24236,fake
24,110304,fake
19,123212,fake
41,144631,fake
24,29729,fake
40,87965,fake
50,57695,fake
29,120450,fake
53,93098,fake
28,68419,fake
50,74182,fake
46,137387,fake
64,24064,fake
35,88919,fake
41,20440,fake
27,132689,fake
31,140194,fake
41,113099,fake
52,96775,fake
44,40345,fake
37,82601,fake
25,147785,fake
23,32510,fake
24,43434,fake
23,16487,fake
38,98034,fake
59,87697,fake
54,118448,fake
48,27777,fake
49,148021,fake
20,50463,fake
59,62162,fake
49,40624,fake
43,34873,fake
22,129747,fake
25,74582,fake
50,116258,fake
54,34190,fake
55,113837,fake
22,65582,fake
